"kjønn";"alder";"type justering";"måned";"statistikkvariabel";"13760: Arbeidsstyrken, sysselsatte, arbeidsledige  og utførte ukeverk for personer 15-74 år, etter kjønn, alder, type justering, måned og statistikkvariabel"
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2016M12";"Sysselsatte i prosent av befolkningen";65,5
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2016M12";"Arbeidsledige i prosent av arbeidsstyrken";3,8
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2016M12";"Befolkningen (1000 personer)";1930
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M01";"Arbeidsstyrken (1000 personer)";1339
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M01";"Sysselsatte (1000 personer)";1289
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M01";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";858
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M01";"Arbeidsledige (1000 personer)";49
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M01";"Arbeidsstyrken i prosent av befolkningen";69,3
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M01";"Sysselsatte i prosent av befolkningen";66,8
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M01";"Arbeidsledige i prosent av arbeidsstyrken";3,7
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M01";"Befolkningen (1000 personer)";1932
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M02";"Arbeidsstyrken (1000 personer)";1325
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M02";"Sysselsatte (1000 personer)";1271
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M02";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";856
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M02";"Arbeidsledige (1000 personer)";54
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M02";"Arbeidsstyrken i prosent av befolkningen";68,6
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M02";"Sysselsatte i prosent av befolkningen";65,8
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M02";"Arbeidsledige i prosent av arbeidsstyrken";4,1
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M02";"Befolkningen (1000 personer)";1932
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M03";"Arbeidsstyrken (1000 personer)";1330
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M03";"Sysselsatte (1000 personer)";1272
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M03";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";839
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M03";"Arbeidsledige (1000 personer)";57
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M03";"Arbeidsstyrken i prosent av befolkningen";68,7
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M03";"Sysselsatte i prosent av befolkningen";65,8
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M03";"Arbeidsledige i prosent av arbeidsstyrken";4,3
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M03";"Befolkningen (1000 personer)";1934
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M04";"Arbeidsstyrken (1000 personer)";1343
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M04";"Sysselsatte (1000 personer)";1286
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M04";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";839
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M04";"Arbeidsledige (1000 personer)";57
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M04";"Arbeidsstyrken i prosent av befolkningen";69,4
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M04";"Sysselsatte i prosent av befolkningen";66,5
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M04";"Arbeidsledige i prosent av arbeidsstyrken";4,2
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M04";"Befolkningen (1000 personer)";1935
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M05";"Arbeidsstyrken (1000 personer)";1327
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M05";"Sysselsatte (1000 personer)";1271
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M05";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";864
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M05";"Arbeidsledige (1000 personer)";57
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M05";"Arbeidsstyrken i prosent av befolkningen";68,6
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M05";"Sysselsatte i prosent av befolkningen";65,6
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M05";"Arbeidsledige i prosent av arbeidsstyrken";4,3
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M05";"Befolkningen (1000 personer)";1936
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M06";"Arbeidsstyrken (1000 personer)";1331
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M06";"Sysselsatte (1000 personer)";1275
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M06";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";835
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M06";"Arbeidsledige (1000 personer)";56
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M06";"Arbeidsstyrken i prosent av befolkningen";68,7
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M06";"Sysselsatte i prosent av befolkningen";65,8
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M06";"Arbeidsledige i prosent av arbeidsstyrken";4,2
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M06";"Befolkningen (1000 personer)";1937
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M07";"Arbeidsstyrken (1000 personer)";1327
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M07";"Sysselsatte (1000 personer)";1276
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M07";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";841
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M07";"Arbeidsledige (1000 personer)";51
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M07";"Arbeidsstyrken i prosent av befolkningen";68,5
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M07";"Sysselsatte i prosent av befolkningen";65,8
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M07";"Arbeidsledige i prosent av arbeidsstyrken";3,8
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M07";"Befolkningen (1000 personer)";1938
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M08";"Arbeidsstyrken (1000 personer)";1331
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M08";"Sysselsatte (1000 personer)";1279
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M08";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";847
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M08";"Arbeidsledige (1000 personer)";52
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M08";"Arbeidsstyrken i prosent av befolkningen";68,6
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M08";"Sysselsatte i prosent av befolkningen";65,9
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M08";"Arbeidsledige i prosent av arbeidsstyrken";3,9
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M08";"Befolkningen (1000 personer)";1940
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M09";"Arbeidsstyrken (1000 personer)";1331
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M09";"Sysselsatte (1000 personer)";1279
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M09";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";830
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M09";"Arbeidsledige (1000 personer)";52
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M09";"Arbeidsstyrken i prosent av befolkningen";68,6
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M09";"Sysselsatte i prosent av befolkningen";65,9
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M09";"Arbeidsledige i prosent av arbeidsstyrken";3,9
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M09";"Befolkningen (1000 personer)";1941
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M10";"Arbeidsstyrken (1000 personer)";1332
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M10";"Sysselsatte (1000 personer)";1284
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M10";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";846
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M10";"Arbeidsledige (1000 personer)";48
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M10";"Arbeidsstyrken i prosent av befolkningen";68,6
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M10";"Sysselsatte i prosent av befolkningen";66,1
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M10";"Arbeidsledige i prosent av arbeidsstyrken";3,6
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M10";"Befolkningen (1000 personer)";1942
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M11";"Arbeidsstyrken (1000 personer)";1333
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M11";"Sysselsatte (1000 personer)";1283
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M11";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";846
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M11";"Arbeidsledige (1000 personer)";50
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M11";"Arbeidsstyrken i prosent av befolkningen";68,6
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M11";"Sysselsatte i prosent av befolkningen";66
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M11";"Arbeidsledige i prosent av arbeidsstyrken";3,7
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M11";"Befolkningen (1000 personer)";1943
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M12";"Arbeidsstyrken (1000 personer)";1322
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M12";"Sysselsatte (1000 personer)";1267
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M12";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";825
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M12";"Arbeidsledige (1000 personer)";55
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M12";"Arbeidsstyrken i prosent av befolkningen";68
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M12";"Sysselsatte i prosent av befolkningen";65,2
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M12";"Arbeidsledige i prosent av arbeidsstyrken";4,1
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2017M12";"Befolkningen (1000 personer)";1944
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2018M01";"Arbeidsstyrken (1000 personer)";1334
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2018M01";"Sysselsatte (1000 personer)";1287
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2018M01";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";852
"2 Kvinner";"15-74 15-74 år";"S Sesongjustert";"2018M01";"Arbeidsledige (1000 personer)";48
